AnoAtendimento,TrimestreAtendimento,MesAtendimento,DataAtendimento,CodigoRegiao,Regiao,UF,CodigoTipoAtendimento,DescricaoTipoAtendimento,CodigoAssunto,DescricaoAssunto,GrupoAssunto,CodigoProblema,DescricaoProblema,GrupoProblema,SexoConsumidor,FaixaEtariaConsumidor,CEPConsumidor
2018,1,1,03JAN18:11:01:44,3,Sudeste,RJ,9,Abertura Direta de Reclamação,122,Móveis Para Quarto,Móveis,2649,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,Nao Informada,28890000
2018,1,1,03JAN18:11:32:42,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),53,Banco comercial,Banco comercial,1116,Cobrança indevida.,Problemas com Cobrança,M,mais de 70 anos,NULL
2018,1,1,03JAN18:14:05:28,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),106,"Artigo de Leitura ( Formal, Jornal, Revista, Folheto, Livros, Etc. )","Artigo de Leitura (Jornal, Revista, Livros etc.)",2633,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,Nao Informada,NULL
2018,1,1,03JAN18:14:17:09,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,6755,Desbloqueio de aparelho,Vício ou Má Qualidade de Produto ou Serviço,M,Nao Informada,NULL
2018,1,1,03JAN18:15:22:09,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3745,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 41 a 50 anos,28880000
2018,1,1,03JAN18:15:12:42,3,Sudeste,RJ,9,Abertura Direta de Reclamação,63,Financeira,Financeira,1126,Cobrança indevida.,Problemas com Cobrança,F,Nao Informada,NULL
2018,1,1,03JAN18:15:58:38,3,Sudeste,RJ,9,Abertura Direta de Reclamação,279,Informática (Ex.:Provedor de Acesso a Internet),Internet (Serviços e Produtos),5402,Cobrança indevida/abusiva,Problemas com Cobrança,F,Nao Informada,28896058
2018,1,1,03JAN18:16:42:01,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 21 a 30 anos,28895505
2018,1,1,03JAN18:16:39:48,3,Sudeste,RJ,9,Abertura Direta de Reclamação,122,Móveis Para Quarto,Móveis,2649,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,Nao Informada,NULL
2018,1,1,03JAN18:16:40:48,3,Sudeste,RJ,9,Abertura Direta de Reclamação,282,Seguro,Seguros (exceto Saúde),5766,Contrato - Rescisão/alteração unilateral,Problemas com Contrato,M,entre 51 a 60 anos,28897166
2018,1,1,03JAN18:17:42:01,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3680,Recusa injustificada em prestar serviço,Problemas com Contrato,F,mais de 70 anos,28895412
2018,1,1,03JAN18:19:47:45,3,Sudeste,RJ,9,Abertura Direta de Reclamação,253,Construção / Reforma / Montagem / Acabamento,Construção / Reforma / Montagem / Acabamento,4978,Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato),Problemas com Contrato,F,Nao Informada,28890000
2018,1,1,04JAN18:11:05:55,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),185,Energia Elétrica,Energia Elétrica,3744,Cobrança indevida/abusiva,Problemas com Cobrança,F,Nao Informada,28890000
2018,1,1,04JAN18:11:34:46,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),53,Banco comercial,Banco comercial,6915,Crédito Consignado,Problemas com Cobrança,M,entre 51 a 60 anos,28895505
2018,1,1,04JAN18:11:57:09,3,Sudeste,RJ,9,Abertura Direta de Reclamação,101,"Telefone ( Convencional, Celular, Interfone, Etc. )",Aparelho Celular,2502,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,F,Nao Informada,28890000
2018,1,1,04JAN18:12:06:54,3,Sudeste,RJ,11,Reclamação de Ofício,185,Energia Elétrica,Energia Elétrica,3667,Serviço em desacordo com norma/lei,Problemas Diversos com Produtos e Serviços,N,Nao se aplica,0
2018,1,1,04JAN18:12:50:42,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 61 a 70 anos,NULL
2018,1,1,04JAN18:12:58:37,3,Sudeste,RJ,9,Abertura Direta de Reclamação,185,Energia Elétrica,Energia Elétrica,3656,Dano material/pessoal decorrente do serviço,Vício ou Má Qualidade de Produto ou Serviço,M,Nao Informada,NULL
2018,1,1,04JAN18:12:57:51,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),54,Cartão de Crédito,Cartão de Crédito,1117,Cobrança indevida.,Problemas com Cobrança,F,entre 61 a 70 anos,NULL
2018,1,1,04JAN18:13:14:06,3,Sudeste,RJ,9,Abertura Direta de Reclamação,101,"Telefone ( Convencional, Celular, Interfone, Etc. )",Aparelho Celular,2502,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,F,entre 31 a 40 anos,28890000
2018,1,1,04JAN18:13:26:19,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 31 a 40 anos,28890000
2018,1,1,04JAN18:14:17:54,3,Sudeste,RJ,7,Encaminhamento a Fiscalização,134,"Produto de Uso Pessoal ( Barbeador, Depilador, Secador, Outros )","Produto de Uso Pessoal ( Barbeador, Depilador, Secador, Outros )",7268,Defeito/Risco à saúde e segurança,Risco à Saúde e Segurança / Acidente de Consumo,F,Nao Informada,NULL
2018,1,1,04JAN18:15:38:27,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),63,Financeira,Financeira,1126,Cobrança indevida.,Problemas com Cobrança,F,Nao Informada,NULL
2018,1,1,04JAN18:15:38:47,3,Sudeste,RJ,9,Abertura Direta de Reclamação,131,Carro Usado,Carros,2532,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,M,Nao Informada,NULL
2018,1,1,04JAN18:16:47:18,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 51 a 60 anos,28895511
2018,1,1,04JAN18:16:15:31,3,Sudeste,RJ,9,Abertura Direta de Reclamação,96,Televisão / Vídeo Cassete / Filmadora / Video-Laser,Televisão / Aparelho DVD / Filmadora,2497,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,M,entre 21 a 30 anos,28899524
2018,1,1,04JAN18:16:46:46,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3636,Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato),Problemas com Contrato,F,Nao Informada,NULL
2018,1,1,04JAN18:16:55:12,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),185,Energia Elétrica,Energia Elétrica,3876,Não pagamento de indenização,Problemas com Contrato,M,entre 41 a 50 anos,28890000
2018,1,1,04JAN18:18:00:04,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3680,Recusa injustificada em prestar serviço,Problemas com Contrato,M,Nao Informada,NULL
2018,1,1,05JAN18:09:02:58,3,Sudeste,RJ,9,Abertura Direta de Reclamação,98,Artigos de Enxoval ( Cama / Mesa e Banho ),Artigos de Enxoval ( Cama / Mesa e Banho ),3128,Desistência de compra (cancelamento de compra),Problemas com Desistência de Compra ou Contratação,F,entre 51 a 60 anos,28890000
2018,1,1,05JAN18:10:12:53,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,M,Nao Informada,28895511
2018,1,1,05JAN18:10:12:49,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),279,Informática (Ex.:Provedor de Acesso a Internet),Internet (Serviços e Produtos),5402,Cobrança indevida/abusiva,Problemas com Cobrança,F,Nao Informada,NULL
2018,1,1,05JAN18:11:32:32,3,Sudeste,RJ,6,Atendimento Preliminar,54,Cartão de Crédito,Cartão de Crédito,1648,Não entrega de copia do contrato,Problemas com Entrega de Documentos ao Consumidor,F,mais de 70 anos,28927000
2018,1,1,05JAN18:11:31:13,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3635,Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato),Problemas com Contrato,F,mais de 70 anos,28890000
2018,1,1,05JAN18:14:34:34,3,Sudeste,RJ,9,Abertura Direta de Reclamação,102,Microcomputador / Produtos de Informática,Microcomputador / Produtos de Informática,2503,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,F,Nao Informada,28895368
2018,1,1,05JAN18:15:57:08,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3745,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 41 a 50 anos,28890000
2018,1,1,05JAN18:15:37:17,3,Sudeste,RJ,9,Abertura Direta de Reclamação,54,Cartão de Crédito,Cartão de Crédito,1117,Cobrança indevida.,Problemas com Cobrança,M,entre 31 a 40 anos,NULL
2018,1,1,05JAN18:15:31:46,3,Sudeste,RJ,9,Abertura Direta de Reclamação,279,Informática (Ex.:Provedor de Acesso a Internet),Internet (Serviços e Produtos),5763,Contrato - Rescisão/alteração unilateral,Problemas com Contrato,M,entre 41 a 50 anos,NULL
2018,1,1,05JAN18:16:08:14,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),279,Informática (Ex.:Provedor de Acesso a Internet),Internet (Serviços e Produtos),4996,Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato),Problemas com Contrato,F,Nao Informada,NULL
2018,1,1,05JAN18:16:01:47,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3745,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 41 a 50 anos,28897172
2018,1,1,05JAN18:16:12:43,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),259,"TV Por Assinatura ( Cabo, Satélite, Etc. )",TV por Assinatura,5751,Contrato - Rescisão/alteração unilateral,Problemas com Contrato,M,entre 41 a 50 anos,28890000
2018,1,1,05JAN18:16:39:57,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),279,Informática (Ex.:Provedor de Acesso a Internet),Internet (Serviços e Produtos),5402,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 41 a 50 anos,28890000
2018,1,1,05JAN18:16:43:54,3,Sudeste,RJ,9,Abertura Direta de Reclamação,120,Móveis Para Cozinha,Móveis,2584,Produto entregue diferente do pedido,Problemas na Entrega de Produtos,F,Nao Informada,28860000
2018,1,1,05JAN18:16:57:10,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,F,Nao Informada,NULL
2018,1,1,08JAN18:08:41:38,3,Sudeste,RJ,9,Abertura Direta de Reclamação,76,Outros Contratos,Contratos Financeiros Diversos*,1139,Cobrança indevida.,Problemas com Cobrança,M,entre 41 a 50 anos,28890000
2018,1,1,08JAN18:10:27:37,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),101,"Telefone ( Convencional, Celular, Interfone, Etc. )",Aparelho Celular,3441,Cobrança de valor quando o produto e devolvido (cobrança indevida),Problemas com Cobrança,F,mais de 70 anos,28890000
2018,1,1,08JAN18:10:29:39,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),141,Outros Produtos Importados,Outros Produtos Importados,2668,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,Nao Informada,NULL
2018,1,1,08JAN18:10:52:38,3,Sudeste,RJ,9,Abertura Direta de Reclamação,204,Estética ( Clínica de Emagrecimento / Plástica / Implante de Cabelos / Salão de Beleza ),Estética ( Clínica de Emagrecimento / Plástica / Implante de Cabelos / Salão de Beleza ),7312,Defeito/Risco à saúde e segurança,Risco à Saúde e Segurança / Acidente de Consumo,F,entre 61 a 70 anos,28890000
2018,1,1,08JAN18:10:53:19,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),76,Outros Contratos,Contratos Financeiros Diversos*,1955,"Falha bancaria (cheques, ordem de pagamento, etc.)",Vício ou Má Qualidade de Produto ou Serviço,F,entre 51 a 60 anos,NULL
2018,1,1,08JAN18:11:21:04,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),54,Cartão de Crédito,Cartão de Crédito,1117,Cobrança indevida.,Problemas com Cobrança,F,entre 61 a 70 anos,28890000
2018,1,1,08JAN18:11:30:12,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),69,Outros Seguros,Seguros (exceto Saúde),1132,Cobrança indevida.,Problemas com Cobrança,M,entre 61 a 70 anos,28880000
2018,1,1,08JAN18:11:35:52,3,Sudeste,RJ,9,Abertura Direta de Reclamação,76,Outros Contratos,Contratos Financeiros Diversos*,1139,Cobrança indevida.,Problemas com Cobrança,M,entre 31 a 40 anos,28890000
2018,1,1,08JAN18:11:51:24,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),288,Máquinas e Equipamentos,Máquinas e Equipamentos,3179,Desistência de compra (cancelamento de compra),Problemas com Desistência de Compra ou Contratação,M,Nao Informada,28890056
2018,1,1,08JAN18:12:16:01,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),186,Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação ),Telefonia Fixa,3745,Cobrança indevida/abusiva,Problemas com Cobrança,M,mais de 70 anos,NULL
2018,1,1,08JAN18:12:52:19,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),54,Cartão de Crédito,Cartão de Crédito,6083,Antecipação de Financiamento,Problemas com Cobrança,M,entre 51 a 60 anos,28895606
2018,1,1,08JAN18:13:26:01,3,Sudeste,RJ,9,Abertura Direta de Reclamação,283,"Estabelecimento comercial (supermercado, loja, padaria, locadora, frutaria, etc.)","Estabelecimento comercial (supermercado, loja, padaria, locadora, frutaria, etc.)",5687,"Extravio/avaria de bagagem, carga, correspondência, mercadoria, mudança, etc.",Vício ou Má Qualidade de Produto ou Serviço,M,Nao Informada,NULL
2018,1,1,08JAN18:14:09:09,3,Sudeste,RJ,9,Abertura Direta de Reclamação,187,Telefonia Celular,Telefonia Celular,3625,"Vicio de qualidade (mal executado, inadequado, impróprio)",Vício ou Má Qualidade de Produto ou Serviço,F,Nao Informada,28895094
2018,1,1,08JAN18:13:58:14,3,Sudeste,RJ,9,Abertura Direta de Reclamação,102,Microcomputador / Produtos de Informática,Microcomputador / Produtos de Informática,2503,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,F,Nao Informada,NULL
2018,1,1,08JAN18:14:12:58,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),185,Energia Elétrica,Energia Elétrica,3667,Serviço em desacordo com norma/lei,Problemas Diversos com Produtos e Serviços,F,Nao Informada,28890000
2018,1,1,08JAN18:15:02:48,3,Sudeste,RJ,9,Abertura Direta de Reclamação,108,"Artigo Esportivo / Lazer ( Bola, Raquete, Rede, Cotoveleira, Arma, Baralho, Roleta, Etc. )","Artigo Esportivo / Lazer ( Bola, Raquete, Rede, Cotoveleira, Arma, Baralho, Roleta, Etc. )",2509,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,M,Nao Informada,NULL
2018,1,1,08JAN18:14:58:52,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),92,Máquina de Lavar Roupa / Louça e Secadora,Eletrodomésticos Linha Branca,2619,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,Nao Informada,NULL
2018,1,1,08JAN18:15:28:36,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3845,Contrato - Rescisão/alteração unilateral,Problemas com Contrato,M,entre 61 a 70 anos,28890000
2018,1,1,08JAN18:16:00:20,3,Sudeste,RJ,9,Abertura Direta de Reclamação,102,Microcomputador / Produtos de Informática,Microcomputador / Produtos de Informática,2503,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,F,entre 41 a 50 anos,28890000
2018,1,1,08JAN18:16:19:37,3,Sudeste,RJ,9,Abertura Direta de Reclamação,96,Televisão / Vídeo Cassete / Filmadora / Video-Laser,Televisão / Aparelho DVD / Filmadora,2497,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,F,Nao Informada,NULL
2018,1,1,08JAN18:16:27:14,3,Sudeste,RJ,9,Abertura Direta de Reclamação,141,Outros Produtos Importados,Outros Produtos Importados,2542,Produto com vício,Vício ou Má Qualidade de Produto ou Serviço,F,Nao Informada,NULL
2018,1,1,08JAN18:17:13:48,3,Sudeste,RJ,9,Abertura Direta de Reclamação,63,Financeira,Financeira,1126,Cobrança indevida.,Problemas com Cobrança,F,entre 51 a 60 anos,28890000
2018,1,1,08JAN18:19:16:40,3,Sudeste,RJ,9,Abertura Direta de Reclamação,124,Móveis (outros),Móveis,3091,Produto entregue incompleto,Problemas na Entrega de Produtos,F,entre 31 a 40 anos,28895329
2018,1,1,09JAN18:11:05:07,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),76,Outros Contratos,Contratos Financeiros Diversos*,1112,"Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.)",Problemas com Contrato,M,mais de 70 anos,28895266
2018,1,1,09JAN18:10:53:53,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),185,Energia Elétrica,Energia Elétrica,3744,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 31 a 40 anos,28890000
2018,1,1,09JAN18:11:28:29,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),185,Energia Elétrica,Energia Elétrica,3744,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 31 a 40 anos,28897038
2018,1,1,09JAN18:11:41:58,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),63,Financeira,Financeira,1072,Envio de produto ou serviço sem previa solicitação,Vício ou Má Qualidade de Produto ou Serviço,F,entre 51 a 60 anos,28921215
2018,1,1,09JAN18:11:53:08,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 51 a 60 anos,NULL
2018,1,1,09JAN18:12:09:23,3,Sudeste,RJ,9,Abertura Direta de Reclamação,185,Energia Elétrica,Energia Elétrica,3744,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 31 a 40 anos,28890000
2018,1,1,09JAN18:12:21:22,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),259,"TV Por Assinatura ( Cabo, Satélite, Etc. )",TV por Assinatura,5390,Cobrança indevida/abusiva,Problemas com Cobrança,F,mais de 70 anos,24430670
2018,1,1,09JAN18:12:17:25,3,Sudeste,RJ,10,Cálculo,63,Financeira,Financeira,6925,Crédito Consignado,Problemas com Cobrança,F,mais de 70 anos,28893970
2018,1,1,09JAN18:12:21:44,3,Sudeste,RJ,10,Cálculo,63,Financeira,Financeira,6925,Crédito Consignado,Problemas com Cobrança,F,mais de 70 anos,28893970
2018,1,1,09JAN18:12:26:13,3,Sudeste,RJ,9,Abertura Direta de Reclamação,53,Banco comercial,Banco comercial,1010,"Recusa em receber pagamento de nota promissória, carne, etc.",Problemas com Cobrança,F,mais de 70 anos,28893970
2018,1,1,09JAN18:12:31:57,3,Sudeste,RJ,9,Abertura Direta de Reclamação,63,Financeira,Financeira,6925,Crédito Consignado,Problemas com Cobrança,F,mais de 70 anos,28893970
2018,1,1,09JAN18:12:46:10,3,Sudeste,RJ,9,Abertura Direta de Reclamação,118,"Material de Acabamento de Construção Pronto (Portão, Azulejos, Tintas, Pisos Para Revestimento, Paviflex )","Material de Acabamento de Construção Pronto (Portão, Azulejos, Tintas, Pisos Para Revestimento, Paviflex )",2645,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,entre 31 a 40 anos,28899536
2018,1,1,09JAN18:12:40:48,3,Sudeste,RJ,9,Abertura Direta de Reclamação,53,Banco comercial,Banco comercial,1647,Não entrega de copia do contrato,Problemas com Entrega de Documentos ao Consumidor,F,mais de 70 anos,28893970
2018,1,1,09JAN18:12:52:35,3,Sudeste,RJ,9,Abertura Direta de Reclamação,54,Cartão de Crédito,Cartão de Crédito,1117,Cobrança indevida.,Problemas com Cobrança,F,mais de 70 anos,28893970
2018,1,1,09JAN18:13:26:39,3,Sudeste,RJ,9,Abertura Direta de Reclamação,264,"Automóvel - Locação / Assistência Automobilística ( Clube do Automóvel, Etc. ) / Auto Escola","Automóvel - Locação / Assistência Automobilística ( Clube do Automóvel, Etc. ) / Auto Escola",5030,Serviço não concluído /Fornecimento parcial,Vício ou Má Qualidade de Produto ou Serviço,M,Nao Informada,NULL
2018,1,1,09JAN18:13:29:00,3,Sudeste,RJ,9,Abertura Direta de Reclamação,185,Energia Elétrica,Energia Elétrica,3744,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 41 a 50 anos,28890000
2018,1,1,09JAN18:13:49:55,3,Sudeste,RJ,9,Abertura Direta de Reclamação,108,"Artigo Esportivo / Lazer ( Bola, Raquete, Rede, Cotoveleira, Arma, Baralho, Roleta, Etc. )","Artigo Esportivo / Lazer ( Bola, Raquete, Rede, Cotoveleira, Arma, Baralho, Roleta, Etc. )",2635,Não entrega/demora na entrega do produto,Problemas na Entrega de Produtos,F,entre 21 a 30 anos,28890000
2018,1,1,09JAN18:14:27:51,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3746,Cobrança indevida/abusiva,Problemas com Cobrança,F,entre 61 a 70 anos,28890000
2018,1,1,09JAN18:14:30:46,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),187,Telefonia Celular,Telefonia Celular,3779,Venda/Oferta/publicidade enganosa.,Problemas na Oferta,M,Nao Informada,NULL
2018,1,1,09JAN18:15:53:45,3,Sudeste,RJ,9,Abertura Direta de Reclamação,55,Cartão de Loja,Cartão de Loja,1118,Cobrança indevida.,Problemas com Cobrança,M,entre 61 a 70 anos,28890000
2018,1,1,09JAN18:16:12:38,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),280,Cartões de Descontos,Cartões de Descontos,5403,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 61 a 70 anos,28860000
2018,1,1,09JAN18:16:08:51,3,Sudeste,RJ,9,Abertura Direta de Reclamação,183,Água / Esgoto,Água / Esgoto,3742,Cobrança indevida/abusiva,Problemas com Cobrança,M,mais de 70 anos,21721012
2018,1,1,09JAN18:16:20:58,3,Sudeste,RJ,9,Abertura Direta de Reclamação,31,"Suco (concentrado, prontos para beber, gelatina em floquinhos)",Sucos,176,"Prazo de validade (falta, ilegível, etc.)",Vício ou Má Qualidade de Produto ou Serviço,F,Nao Informada,NULL
2018,1,1,09JAN18:16:59:02,3,Sudeste,RJ,9,Abertura Direta de Reclamação,132,Vestuário ( Calçado / Roupa ),Vestuário (Calçados / Roupas / Acessórios),2596,Produto entregue diferente do pedido,Problemas na Entrega de Produtos,F,Nao Informada,NULL
2018,1,1,09JAN18:17:11:48,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),259,"TV Por Assinatura ( Cabo, Satélite, Etc. )",TV por Assinatura,5390,Cobrança indevida/abusiva,Problemas com Cobrança,M,entre 21 a 30 anos,28896025
2018,1,1,09JAN18:17:03:45,3,Sudeste,RJ,3,CIP (Carta de Informações Preliminares),54,Cartão de Crédito,Cartão de Crédito,1490,"Não entrega do produto (titulo de capitalização, compra programada)",Problemas na Entrega de Produtos,F,entre 51 a 60 anos,28890000
